image_path,rotulos_conflitantes
images/test/103.jpg,24011603=adequado; 24011485=inadequado
images/train/1495.jpg,24011603=inadequado; 24011485=adequado
images/train/1498.jpg,24011603=adequado; 24011485=inadequado
images/train/1504.jpg,24011603=adequado; 24011485=inadequado
images/train/1511.jpg,24011603=adequado; 24011485=inadequado
images/train/1539.jpg,24011603=adequado; 24011485=inadequado
images/train/1541.jpg,24011603=adequado; 24011485=inadequado
images/train/1544.jpg,24011603=adequado; 24011485=inadequado
images/train/169.jpg,24011603=adequado; 24011485=inadequado
images/train/174.jpg,24011603=inadequado; 24011485=adequado
images/train/191.jpg,24011603=adequado; 24011485=inadequado
images/train/193.jpg,24011603=adequado; 24011485=inadequado
images/train/194.jpg,24011603=adequado; 24011485=inadequado
images/train/209.jpg,24011603=adequado; 24011485=inadequado
images/train/211.jpg,24011603=inadequado; 24011485=adequado
images/train/218.jpg,24011603=adequado; 24011485=inadequado
images/train/232.jpg,24011603=adequado; 24011485=inadequado
images/train/248.jpg,24011603=inadequado; 24011485=adequado
images/train/27.jpg,24011603=adequado; 24011485=inadequado
images/train/271.jpg,24011603=adequado; 24011485=inadequado
images/train/296.jpg,24011603=adequado; 24011485=inadequado
images/train/302.jpg,24011603=adequado; 24011485=inadequado
images/train/318.jpg,24011603=adequado; 24011485=inadequado
images/train/33.jpg,24011603=adequado; 24011485=inadequado
images/train/331.jpg,24011603=adequado; 24011485=inadequado
images/train/354.jpg,24011603=adequado; 24011485=inadequado
images/train/361.jpg,24011603=adequado; 24011485=inadequado
images/train/366.jpg,24011603=adequado; 24011485=inadequado
images/train/37.jpg,24011603=inadequado; 24011485=adequado
images/train/391.jpg,24011603=inadequado; 24011485=adequado
images/train/393.jpg,24011603=inadequado; 24011485=adequado
images/train/407.jpg,24011603=adequado; 24011485=inadequado
images/train/409.jpg,24011603=adequado; 24011485=inadequado
images/train/413.jpg,24011603=inadequado; 24011485=adequado
images/train/417.jpg,24011603=adequado; 24011485=inadequado
images/train/425.jpg,24011603=adequado; 24011485=inadequado
images/train/427.jpg,24011603=adequado; 24011485=inadequado
images/train/429.jpg,24011603=inadequado; 24011485=adequado
images/train/457.jpg,24011603=adequado; 24011485=inadequado
images/train/46.jpg,24011603=adequado; 24011485=inadequado
images/train/462.jpg,24011603=adequado; 24011485=inadequado
images/train/469.jpg,24011603=adequado; 24011485=inadequado
images/train/494.jpg,24011603=inadequado; 24011485=adequado
images/train/508.jpg,24011603=adequado; 24011485=inadequado
images/train/518.jpg,24011603=adequado; 24011485=inadequado
images/train/519.jpg,24011603=adequado; 24011485=inadequado
images/train/525.jpg,24011603=adequado; 24011485=inadequado
images/train/531.jpg,24011603=adequado; 24011485=inadequado
images/train/545.jpg,24011603=adequado; 24011485=inadequado
images/train/56.jpg,24011603=inadequado; 24011485=adequado
images/train/566.jpg,24011603=adequado; 24011485=inadequado
images/train/571.jpg,24011603=inadequado; 24011485=adequado
images/train/572.jpg,24011603=inadequado; 24011485=adequado
images/train/603.jpg,24011603=adequado; 24011485=inadequado
images/train/611.jpg,24011603=adequado; 24011485=inadequado
images/train/63.jpg,24011603=adequado; 24011485=inadequado
images/train/632.jpg,24011603=adequado; 24011485=inadequado
images/train/637.jpg,24011603=inadequado; 24011485=adequado
images/train/639.jpg,24011603=adequado; 24011485=inadequado
images/train/64.jpg,24011603=inadequado; 24011485=adequado
images/train/644.jpg,24011603=adequado; 24011485=inadequado
images/train/646.jpg,24011603=inadequado; 24011485=adequado
images/train/649.jpg,24011603=adequado; 24011485=inadequado
images/train/672.jpg,24011603=inadequado; 24011485=adequado
images/train/677.jpg,24011603=inadequado; 24011485=adequado
images/train/686.jpg,24011603=adequado; 24011485=inadequado
images/train/689.jpg,24011603=adequado; 24011485=inadequado
images/train/691.jpg,24011603=adequado; 24011485=inadequado
images/train/709.jpg,24011603=adequado; 24011485=inadequado
images/train/716.jpg,24011603=adequado; 24011485=inadequado
images/train/719.jpg,24011603=adequado; 24011485=inadequado
images/train/72.jpg,24011603=inadequado; 24011485=adequado
images/train/743.jpg,24011603=inadequado; 24011485=adequado
images/train/747.jpg,24011603=adequado; 24011485=inadequado
images/train/763.jpg,24011603=adequado; 24011485=inadequado
images/train/769.jpg,24011603=adequado; 24011485=inadequado
images/train/776.jpg,24011603=adequado; 24011485=inadequado
images/train/778.jpg,24011603=adequado; 24011485=inadequado
images/train/779.jpg,24011603=adequado; 24011485=inadequado
images/train/782.jpg,24011603=adequado; 24011485=inadequado
images/train/784.jpg,24011603=adequado; 24011485=inadequado
images/train/787.jpg,24011603=inadequado; 24011485=adequado
images/train/794.jpg,24011603=adequado; 24011485=inadequado
images/train/805.jpg,24011603=adequado; 24011485=inadequado
images/train/818.jpg,24011603=adequado; 24011485=inadequado
images/train/824.jpg,24011603=adequado; 24011485=inadequado
images/train/833.jpg,24011603=adequado; 24011485=inadequado
images/train/838.jpg,24011603=adequado; 24011485=inadequado
images/train/844.jpg,24011603=adequado; 24011485=inadequado
images/train/849.jpg,24011603=adequado; 24011485=inadequado
images/train/859.jpg,24011603=adequado; 24011485=inadequado
images/train/873.jpg,24011603=inadequado; 24011485=adequado
images/train/884.jpg,24011603=adequado; 24011485=inadequado
images/train/888.jpg,24011603=adequado; 24011485=inadequado
images/train/901.jpg,24011603=adequado; 24011485=inadequado
images/train/906.jpg,24011603=adequado; 24011485=inadequado
images/train/915.jpg,24011603=inadequado; 24011485=adequado
images/train/916.jpg,24011603=adequado; 24011485=inadequado
images/train/928.jpg,24011603=adequado; 24011485=inadequado
images/train/931.jpg,24011603=adequado; 24011485=inadequado
images/train/939.jpg,24011603=adequado; 24011485=inadequado
images/train/942.jpg,24011603=adequado; 24011485=inadequado
images/train/949.jpg,24011603=inadequado; 24011485=adequado
images/train/95.jpg,24011603=adequado; 24011485=inadequado
images/train/956.jpg,24011603=adequado; 24011485=inadequado
images/train/969.jpg,24011603=adequado; 24011485=inadequado
images/train/991.jpg,24011603=adequado; 24011485=inadequado
images/train/998.jpg,24011603=adequado; 24011485=inadequado
images/train/999.jpg,24011603=adequado; 24011485=inadequado
images/valid/1010.jpg,24011603=adequado; 24011485=inadequado
images/valid/1030.jpg,24011603=adequado; 24011485=inadequado
images/valid/1040.jpg,24011603=adequado; 24011485=inadequado
images/valid/1220.jpg,24011603=adequado; 24011485=inadequado
images/valid/1250.jpg,24011603=adequado; 24011485=inadequado
images/valid/1310.jpg,24011603=adequado; 24011485=inadequado
images/valid/1360.jpg,24011603=adequado; 24011485=inadequado
images/valid/1380.jpg,24011603=adequado; 24011485=inadequado
images/valid/140.jpg,24011603=adequado; 24011485=inadequado
images/valid/220.jpg,24011603=adequado; 24011485=inadequado
images/valid/260.jpg,24011603=adequado; 24011485=inadequado
images/valid/340.jpg,24011603=adequado; 24011485=inadequado
images/valid/370.jpg,24011603=adequado; 24011485=inadequado
images/valid/440.jpg,24011603=adequado; 24011485=inadequado
images/valid/450.jpg,24011603=inadequado; 24011485=adequado
images/valid/560.jpg,24011603=inadequado; 24011485=adequado
images/valid/630.jpg,24011603=inadequado; 24011485=adequado
images/valid/740.jpg,24011603=adequado; 24011485=inadequado
